"video_game_play","video_game_hours","play_pref","game_type_pref","num_of_purchases","income","industry","emp_type","edu_level","n_dependents","hobbies","comp","comp_int","res_impor","interaction_impor","genre","game_purchase","game_format","gender","age","region","relationship_status"
50,7,"Outdoors","Multiplayer-Play",25,45346,"Broadcasting","Employed Full Time","Some High School",2,"Sports",65,47,18,66,"Sports & Racing,Strategy & Puzzle,Music & Fitness","Both","Digital","Female",64,"Northeast","Married"
60,2,"Indoors","Solo-Play",12,83663,"Legal Services","Homemaker","Some High School",2,"Music,Sports,Movies,Outdoor Recreation (Hiking,etc)",92,58,35,63,"Strategy & Puzzle,Music & Fitness,Action/Adventure,Roleplay","One-time payment, pre-playing","Digital","Female",37,"Northwest","In a relationship"
70,4,"Outdoors","Solo-Play",7,65211,"Construction","Retired","Some High School",4,"Television Series,Outdoor Recreation (Hiking,etc),Art,Movies,Music,Sports",62,55,31,70,"Music & Fitness","Both","Physical","Female",56,"Southwest","Separated"
39,12,"Outdoors","Solo-Play",29,47223,"Homemaker","Retired","Graduate or professional degree",4,"Movies,Art",46,53,81,39,"Action/Adventure,Sports & Racing,Simulation,Strategy & Puzzle,Music & Fitness","In-game purchases","Digital","Female",67,"Northwest","Single"
47,12,"Indoors","Multiplayer-Play",16,54749,"Arts","Employed Full Time","Some High School",4,"Outdoor Recreation (Hiking,etc)",79,44,31,63,"Action/Adventure,Simulation,Sports & Racing","One-time payment, pre-playing","Physical","Prefer not to say",37,"Northeast","Single"
45,0,"Indoors","Solo-Play",2,110827,"Real Estate","Not employed, not looking","Trade or Vocational Degree",0,"Sports,Outdoor Recreation (Hiking,etc),Music",5,26,15,40,"Action/Adventure,Strategy & Puzzle,Simulation,Music & Fitness,Sports & Racing","Both","Physical","Male",30,"Northwest","In a relationship"
60,2,"Indoors","Multiplayer-Play",12,82302,"Legal Services","Employed Full Time","Trade or Vocational Degree",2,"Sports",89,47,43,64,"Strategy & Puzzle,Sports & Racing,Simulation","One-time payment, pre-playing","Physical","Male",28,"Southwest","Divorced"
66,6,"Outdoors","Multiplayer-Play",22,49298,"Retail","Employed Full Time","Associate degree",6,"Art,Television Series,Outdoor Recreation (Hiking,etc),Music,Sports,Movies",69,51,8,61,"Simulation,Sports & Racing,Roleplay,Music & Fitness","In-game purchases","Physical","Male",45,"Northwest","Single"
67,7,"Indoors","Multiplayer-Play",9,62804,"Retail","Homemaker","Graduate or professional degree",0,"Music,Outdoor Recreation (Hiking,etc),Art,Sports,Television Series,Movies",91,59,49,75,"Music & Fitness,Sports & Racing","Both","Physical","Non-binary/third gender",46,"Midwest","Separated"
50,3,"Indoors","Multiplayer-Play",35,34379,"Wholesale","Not employed, not looking","High school graduate or equivalent",6,"Art,Sports,Movies,Outdoor Recreation (Hiking,etc),Music",39,58,86,44,"Roleplay,Music & Fitness,Strategy & Puzzle","In-game purchases","Digital","Male",40,"Midwest","Married"
33,0,"Indoors","Solo-Play",2,121336,"Hotel and Food Services","Retired","Trade or Vocational Degree",0,"Art",7,26,17,43,"Roleplay,Sports & Racing,Simulation,Action/Adventure,Music & Fitness","In-game purchases","Physical","Female",42,"Southeast","Divorced"
43,9,"Outdoors","Multiplayer-Play",17,57102,"Hotel and Food Services","Not employed, not looking","Associate degree",6,"Sports,Outdoor Recreation (Hiking,etc),Music",70,46,29,67,"Roleplay","In-game purchases","Digital","Female",40,"Southwest","Separated"
59,4,"Indoors","Multiplayer-Play",9,71993,"Utilities","Employed Full Time","Some High School",1,"Television Series,Music,Movies,Art,Sports,Outdoor Recreation (Hiking,etc)",47,59,36,60,"Simulation,Roleplay,Action/Adventure,Strategy & Puzzle,Sports & Racing,Music & Fitness","In-game purchases","Physical","Male",33,"Northeast","In a relationship"
48,6,"Outdoors","Multiplayer-Play",13,99517,"Utilities","Student","Some High School",2,"Music,Sports,Television Series,Movies",31,40,34,61,"Action/Adventure,Roleplay,Sports & Racing,Music & Fitness,Simulation","Both","Physical","Male",51,"Southeast","Single"
55,11,"Outdoors","Multiplayer-Play",20,45745,"Government","Employed Full Time","Some College",7,"Outdoor Recreation (Hiking,etc),Art",43,56,78,44,"Music & Fitness,Action/Adventure,Simulation,Strategy & Puzzle,Sports & Racing","In-game purchases","Physical","Female",44,"Northeast","Separated"
75,2,"Indoors","Multiplayer-Play",8,80107,"Government","Employed Full Time","Graduate or professional degree",2,"Movies,Sports,Television Series",52,55,37,67,"Action/Adventure","Both","Physical","Male",61,"Northwest","Divorced"
45,4,"Outdoors","Multiplayer-Play",18,45505,"Real Estate","Homemaker","Some High School",4,"Outdoor Recreation (Hiking,etc),Television Series,Movies",55,39,25,73,"Simulation,Music & Fitness,Sports & Racing","One-time payment, pre-playing","Digital","Female",57,"Northeast","In a relationship"
30,1,"Outdoors","Multiplayer-Play",4,101508,"Other","Student","Some College",3,"Movies,Art,Sports",68,21,18,67,"Roleplay,Strategy & Puzzle,Music & Fitness,Sports & Racing,Simulation,Action/Adventure","One-time payment, pre-playing","Digital","Female",37,"Southeast","In a relationship"
52,5,"Outdoors","Multiplayer-Play",10,77841,"Hotel and Food Services","Homemaker","Trade or Vocational Degree",0,"Television Series,Movies,Outdoor Recreation (Hiking,etc),Music,Art",91,70,48,63,"Music & Fitness,Action/Adventure,Sports & Racing,Strategy & Puzzle","In-game purchases","Physical","Male",50,"Southeast","In a relationship"
37,0,"Indoors","Solo-Play",3,135613,"Agriculture","Not employed, looking","High school graduate or equivalent",2,"Television Series,Art",70,30,26,80,"Action/Adventure,Music & Fitness","One-time payment, pre-playing","Digital","Male",33,"Southwest","Single"
47,0,"Indoors","Multiplayer-Play",2,96133,"Other","Not employed, looking","High school graduate or equivalent",1,"Television Series,Music",66,17,22,76,"Roleplay,Action/Adventure,Music & Fitness,Sports & Racing","One-time payment, pre-playing","Digital","Female",24,"Southeast","Separated"
58,5,"Indoors","Multiplayer-Play",15,77697,"Transportation","Student","Bachelor's degree",4,"Music,Television Series,Outdoor Recreation (Hiking,etc)",51,39,28,58,"Sports & Racing,Roleplay,Strategy & Puzzle,Simulation,Music & Fitness","One-time payment, pre-playing","Physical","Male",60,"Southwest","Married"
39,1,"Outdoors","Solo-Play",1,131095,"Arts","Not employed, not looking","Some High School",0,"Outdoor Recreation (Hiking,etc),Art",75,16,14,80,"Music & Fitness,Action/Adventure,Roleplay","One-time payment, pre-playing","Digital","Male",30,"Southeast","In a relationship"
47,4,"Indoors","Solo-Play",20,51896,"Construction","Not employed, not looking","Associate degree",4,"Sports,Movies,Outdoor Recreation (Hiking,etc),Music,Art,Television Series",44,42,80,50,"Sports & Racing,Roleplay,Strategy & Puzzle,Simulation","In-game purchases","Digital","Male",47,"Southeast","Separated"
36,3,"Outdoors","Multiplayer-Play",23,42821,"Other Manufacturing","Not employed, looking","High school graduate or equivalent",5,"Music,Sports",69,46,36,64,"Roleplay,Sports & Racing,Action/Adventure","One-time payment, pre-playing","Physical","Female",44,"Northwest","Single"
60,1,"Outdoors","Solo-Play",7,73825,"Computer","Homemaker","Graduate or professional degree",0,"Outdoor Recreation (Hiking,etc)",41,57,37,66,"Roleplay,Sports & Racing,Strategy & Puzzle,Music & Fitness,Simulation","In-game purchases","Physical","Male",37,"Southwest","Separated"
36,6,"Indoors","Multiplayer-Play",23,61841,"Arts","Retired","Graduate or professional degree",6,"Music",32,45,76,41,"Roleplay,Sports & Racing,Action/Adventure","In-game purchases","Physical","Male",49,"Northeast","Separated"
29,2,"Outdoors","Solo-Play",3,82157,"Government","Not employed, not looking","Graduate or professional degree",0,"Art,Television Series",5,20,16,39,"Sports & Racing","In-game purchases","Digital","Female",26,"Southwest","Married"
41,0,"Outdoors","Solo-Play",1,136051,"Health Care","Retired","Some High School",2,"Sports",60,16,14,73,"Strategy & Puzzle,Simulation","Both","Digital","Female",36,"Northeast","In a relationship"
62,5,"Indoors","Solo-Play",11,87307,"Computer","Homemaker","Bachelor's degree",6,"Art,Music,Television Series,Movies,Sports,Outdoor Recreation (Hiking,etc)",88,54,37,66,"Simulation","Both","Physical","Male",27,"Northwest","In a relationship"
36,2,"Indoors","Multiplayer-Play",3,116159,"Hotel and Food Services","Student","Associate degree",2,"Music,Sports",9,19,10,29,"Sports & Racing,Roleplay,Simulation,Strategy & Puzzle,Action/Adventure","Both","Physical","Male",33,"Southwest","Separated"
52,7,"Outdoors","Solo-Play",9,60440,"Arts","Employed Full Time","Bachelor's degree",1,"Sports,Music,Movies",49,60,25,79,"Strategy & Puzzle,Sports & Racing,Action/Adventure,Roleplay","One-time payment, pre-playing","Digital","Male",36,"Northwest","Married"
49,11,"Indoors","Solo-Play",18,50809,"Wholesale","Not employed, looking","Trade or Vocational Degree",7,"Television Series,Music,Movies,Sports,Outdoor Recreation (Hiking,etc)",39,55,78,40,"Simulation,Music & Fitness,Roleplay","One-time payment, pre-playing","Digital","Female",47,"Northeast","Divorced"
31,4,"Indoors","Solo-Play",2,111701,"Publishing","Retired","Some College",1,"Art",9,24,20,39,"Strategy & Puzzle,Action/Adventure,Roleplay,Sports & Racing,Music & Fitness","One-time payment, pre-playing","Digital","Male",27,"Midwest","Separated"
43,1,"Outdoors","Solo-Play",3,180859,"Utilities","Student","Some High School",0,"Music,Movies",9,26,20,29,"Sports & Racing,Music & Fitness","One-time payment, pre-playing","Digital","Female",38,"Southwest","Single"
60,5,"Outdoors","Multiplayer-Play",14,49490,"Homemaker","Retired","Bachelor's degree",8,"Sports,Outdoor Recreation (Hiking,etc),Television Series,Art",39,53,74,41,"Strategy & Puzzle,Action/Adventure,Simulation,Sports & Racing,Music & Fitness,Roleplay","One-time payment, pre-playing","Digital","Female",40,"Northeast","Married"
35,1,"Outdoors","Multiplayer-Play",2,147606,"Broadcasting","Not employed, not looking","Some College",0,"Music,Art,Outdoor Recreation (Hiking,etc),Television Series,Movies",14,20,14,42,"Sports & Racing,Action/Adventure,Roleplay","Both","Physical","Male",35,"Northeast","Single"
61,5,"Outdoors","Solo-Play",11,63662,"Legal Services","Employed Full Time","Some High School",1,"Outdoor Recreation (Hiking,etc),Movies",37,60,27,74,"Roleplay,Music & Fitness","In-game purchases","Physical","Female",35,"Northwest","Separated"
39,2,"Outdoors","Solo-Play",19,37917,"Telecommunications","Student","Graduate or professional degree",3,"Art,Movies,Outdoor Recreation (Hiking,etc)",76,52,44,70,"Strategy & Puzzle,Music & Fitness","In-game purchases","Physical","Female",54,"Northeast","Separated"
28,3,"Indoors","Solo-Play",2,109991,"Construction","Not employed, looking","Some High School",2,"Outdoor Recreation (Hiking,etc)",11,29,16,35,"Strategy & Puzzle,Action/Adventure,Music & Fitness,Sports & Racing,Simulation,Roleplay","Both","Physical","Male",30,"Midwest","Separated"
53,9,"Outdoors","Multiplayer-Play",6,84163,"Computer","Student","Graduate or professional degree",3,"Art,Movies,Sports,Outdoor Recreation (Hiking,etc)",45,62,44,69,"Music & Fitness,Simulation,Roleplay","In-game purchases","Digital","Female",45,"Northwest","Single"
53,5,"Indoors","Solo-Play",25,44283,"Other Manufacturing","Not employed, looking","Some High School",6,"Television Series",64,55,48,74,"Sports & Racing,Action/Adventure,Roleplay,Simulation,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",59,"Southwest","Separated"
37,1,"Indoors","Multiplayer-Play",2,118543,"Military","Retired","Trade or Vocational Degree",2,"Music,Art,Outdoor Recreation (Hiking,etc),Movies,Sports,Television Series",11,3,14,17,"Action/Adventure,Roleplay,Music & Fitness,Strategy & Puzzle,Sports & Racing,Simulation","In-game purchases","Physical","Female",39,"Northeast","Married"
29,2,"Outdoors","Solo-Play",2,118235,"Information Services","Retired","Bachelor's degree",0,"Music",9,26,17,29,"Strategy & Puzzle,Simulation,Action/Adventure","In-game purchases","Digital","Male",29,"Southeast","Divorced"
41,9,"Outdoors","Solo-Play",7,85566,"Telecommunications","Student","Bachelor's degree",1,"Television Series",91,46,40,83,"Sports & Racing,Roleplay,Music & Fitness","Both","Physical","Female",47,"Southwest","Single"
74,4,"Indoors","Multiplayer-Play",14,77557,"Mining","Homemaker","Associate degree",4,"Art,Music,Sports,Outdoor Recreation (Hiking,etc)",89,57,32,59,"Roleplay,Music & Fitness,Simulation,Strategy & Puzzle","One-time payment, pre-playing","Digital","Male",39,"Northeast","In a relationship"
49,7,"Outdoors","Solo-Play",24,51738,"Hotel and Food Services","Employed Full Time","Some High School",7,"Sports,Art,Movies,Outdoor Recreation (Hiking,etc)",73,48,35,69,"Music & Fitness,Sports & Racing","One-time payment, pre-playing","Digital","Female",48,"Midwest","Married"
38,8,"Outdoors","Multiplayer-Play",23,62493,"Hotel and Food Services","Not employed, looking","Associate degree",3,"Outdoor Recreation (Hiking,etc),Television Series,Movies,Music",64,56,40,80,"Roleplay,Strategy & Puzzle,Simulation,Music & Fitness,Action/Adventure","In-game purchases","Digital","Female",43,"Northwest","Married"
34,0,"Outdoors","Multiplayer-Play",2,82977,"Information Services","Not employed, not looking","Trade or Vocational Degree",0,"Sports,Movies",6,16,15,46,"Strategy & Puzzle,Action/Adventure,Roleplay,Simulation,Sports & Racing","In-game purchases","Physical","Female",35,"Northeast","Separated"
30,0,"Outdoors","Solo-Play",0,114888,"Other Manufacturing","Student","Trade or Vocational Degree",1,"Outdoor Recreation (Hiking,etc)",13,9,18,32,"Music & Fitness,Simulation,Roleplay,Strategy & Puzzle","In-game purchases","Digital","Male",37,"Northwest","Single"
47,8,"Indoors","Multiplayer-Play",20,55688,"Broadcasting","Not employed, not looking","Associate degree",2,"Television Series",41,49,77,36,"Roleplay,Action/Adventure,Simulation,Sports & Racing,Music & Fitness,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",57,"Southeast","Married"
47,11,"Outdoors","Multiplayer-Play",24,54567,"Arts","Employed Full Time","Some College",7,"Music,Outdoor Recreation (Hiking,etc),Art,Movies,Television Series",81,49,50,54,"Simulation,Music & Fitness,Strategy & Puzzle,Roleplay,Action/Adventure","In-game purchases","Digital","Female",47,"Northwest","In a relationship"
56,2,"Indoors","Solo-Play",17,102751,"Wholesale","Homemaker","Some College",2,"Television Series,Outdoor Recreation (Hiking,etc),Movies",88,57,49,66,"Action/Adventure","One-time payment, pre-playing","Physical","Male",49,"Southeast","Divorced"
58,5,"Outdoors","Multiplayer-Play",9,105783,"Utilities","Student","Some High School",1,"Sports,Art,Movies,Music,Outdoor Recreation (Hiking,etc),Television Series",52,47,47,77,"Music & Fitness,Strategy & Puzzle","Both","Physical","Female",46,"Northeast","Married"
54,12,"Indoors","Solo-Play",21,56763,"Arts","Student","Some High School",4,"Movies,Sports,Television Series,Music,Outdoor Recreation (Hiking,etc)",73,50,34,67,"Roleplay,Sports & Racing,Music & Fitness,Strategy & Puzzle","One-time payment, pre-playing","Digital","Male",49,"Midwest","Married"
73,3,"Outdoors","Multiplayer-Play",11,81472,"Finance","Employed Full Time","High school graduate or equivalent",1,"Outdoor Recreation (Hiking,etc),Television Series,Sports,Movies",90,53,39,71,"Sports & Racing,Strategy & Puzzle","Both","Digital","Male",43,"Midwest","Married"
51,3,"Outdoors","Multiplayer-Play",13,72835,"Legal Services","Student","Bachelor's degree",3,"Sports",45,41,8,64,"Strategy & Puzzle,Action/Adventure","Both","Physical","Male",37,"Northeast","In a relationship"
47,5,"Indoors","Solo-Play",33,44352,"Homemaker","Employed Full Time","Some College",2,"Music,Television Series,Sports,Art,Movies,Outdoor Recreation (Hiking,etc)",51,49,80,33,"Sports & Racing","In-game purchases","Digital","Male",34,"Midwest","Married"
72,4,"Indoors","Multiplayer-Play",10,62713,"Broadcasting","Not employed, looking","Some College",3,"Music",29,46,41,73,"Simulation","One-time payment, pre-playing","Digital","Female",43,"Northeast","Single"
50,6,"Outdoors","Solo-Play",20,62144,"Mining","Student","Trade or Vocational Degree",4,"Art",46,47,82,58,"Roleplay,Sports & Racing,Simulation","In-game purchases","Physical","Male",44,"Midwest","Separated"
49,8,"Outdoors","Multiplayer-Play",21,44469,"Religious","Not employed, not looking","Some College",6,"Sports,Art,Television Series,Outdoor Recreation (Hiking,etc)",75,47,21,73,"Sports & Racing,Music & Fitness","In-game purchases","Digital","Female",51,"Northwest","Married"
48,5,"Indoors","Solo-Play",21,48546,"Telecommunications","Employed Full Time","Trade or Vocational Degree",5,"Television Series,Art,Movies,Outdoor Recreation (Hiking,etc),Music",43,37,78,43,"Action/Adventure,Music & Fitness","In-game purchases","Physical","Female",56,"Northwest","Married"
47,7,"Outdoors","Solo-Play",18,43116,"Other Manufacturing","Student","Associate degree",6,"Television Series,Music",72,46,19,74,"Roleplay","In-game purchases","Digital","Male",35,"Southeast","Single"
30,2,"Outdoors","Multiplayer-Play",0,128038,"Software","Student","Trade or Vocational Degree",2,"Sports,Television Series,Music,Outdoor Recreation (Hiking,etc)",12,28,15,14,"Music & Fitness,Simulation,Strategy & Puzzle,Sports & Racing","In-game purchases","Digital","Male",31,"Southeast","Separated"
66,1,"Outdoors","Multiplayer-Play",9,94568,"Construction","Not employed, not looking","Bachelor's degree",1,"Art,Outdoor Recreation (Hiking,etc),Movies,Television Series,Music",89,67,48,61,"Music & Fitness,Roleplay,Simulation,Action/Adventure,Sports & Racing","One-time payment, pre-playing","Physical","Male",32,"Southeast","Single"
59,4,"Indoors","Multiplayer-Play",5,88670,"Telecommunications","Not employed, not looking","Trade or Vocational Degree",3,"Art,Outdoor Recreation (Hiking,etc),Music,Sports,Movies,Television Series",88,63,46,69,"Action/Adventure","In-game purchases","Digital","Female",55,"Southwest","Separated"
59,3,"Indoors","Multiplayer-Play",13,108364,"Health Care","Not employed, looking","Trade or Vocational Degree",5,"Movies",90,54,47,66,"Action/Adventure,Roleplay,Simulation,Music & Fitness,Sports & Racing","Both","Physical","Male",45,"Midwest","Separated"
71,3,"Indoors","Solo-Play",11,73415,"Religious","Not employed, looking","Trade or Vocational Degree",4,"Sports,Outdoor Recreation (Hiking,etc),Movies,Television Series",44,54,30,70,"Simulation,Music & Fitness","One-time payment, pre-playing","Physical","Male",58,"Southeast","Single"
44,12,"Outdoors","Multiplayer-Play",30,64321,"Arts","Homemaker","Associate degree",4,"Music",72,38,16,62,"Music & Fitness","In-game purchases","Digital","Male",46,"Southwest","Married"
51,5,"Indoors","Multiplayer-Play",7,77439,"Software","Retired","Trade or Vocational Degree",1,"Music,Outdoor Recreation (Hiking,etc),Sports,Movies",40,37,33,75,"Action/Adventure,Music & Fitness,Simulation","Both","Physical","Female",22,"Midwest","Single"
57,3,"Indoors","Multiplayer-Play",16,82440,"Information Services","Student","Trade or Vocational Degree",5,"Television Series",38,52,37,66,"Action/Adventure,Music & Fitness","In-game purchases","Digital","Male",50,"Northeast","Separated"
42,10,"Outdoors","Solo-Play",21,60582,"Information Services","Employed Full Time","Some High School",1,"Movies,Sports,Television Series,Outdoor Recreation (Hiking,etc)",73,56,43,60,"Strategy & Puzzle,Simulation,Music & Fitness,Roleplay,Action/Adventure","In-game purchases","Digital","Male",55,"Southeast","Married"
36,0,"Outdoors","Multiplayer-Play",3,136177,"Software","Homemaker","Associate degree",3,"Music",78,23,28,77,"Sports & Racing,Music & Fitness,Roleplay","One-time payment, pre-playing","Digital","Male",35,"Northeast","Single"
30,1,"Outdoors","Solo-Play",1,104298,"Legal Services","Retired","Some College",2,"Music,Outdoor Recreation (Hiking,etc),Movies,Sports,Art",12,27,23,36,"Strategy & Puzzle,Music & Fitness,Roleplay,Simulation,Sports & Racing,Action/Adventure","One-time payment, pre-playing","Physical","Male",44,"Southeast","Separated"
32,5,"Outdoors","Solo-Play",16,43656,"Construction","Retired","Associate degree",8,"Music,Art",55,58,81,27,"Strategy & Puzzle","In-game purchases","Physical","Female",50,"Southeast","Single"
60,5,"Outdoors","Multiplayer-Play",17,69470,"Finance","Student","Some High School",1,"Sports,Television Series",88,51,29,68,"Music & Fitness,Strategy & Puzzle","One-time payment, pre-playing","Digital","Male",55,"Southeast","In a relationship"
32,2,"Indoors","Multiplayer-Play",2,125060,"Wholesale","Retired","Trade or Vocational Degree",0,"Sports,Music,Movies,Art,Outdoor Recreation (Hiking,etc)",15,32,18,24,"Simulation","Both","Physical","Female",32,"Northwest","Separated"
68,4,"Indoors","Multiplayer-Play",18,71729,"Information Services","Retired","Trade or Vocational Degree",1,"Art,Television Series",92,64,27,68,"Sports & Racing,Roleplay,Simulation,Strategy & Puzzle,Music & Fitness,Action/Adventure","In-game purchases","Physical","Female",46,"Southwest","Divorced"
29,1,"Indoors","Solo-Play",7,160443,"Government","Homemaker","Trade or Vocational Degree",2,"Sports,Television Series,Art",7,24,19,42,"Simulation","Both","Physical","Female",46,"Northeast","Separated"
54,3,"Outdoors","Solo-Play",4,82192,"Military","Homemaker","Some High School",5,"Art,Sports",91,45,32,66,"Simulation","Both","Digital","Male",41,"Southeast","Married"
70,2,"Indoors","Multiplayer-Play",3,124110,"Software","Student","Associate degree",1,"Television Series,Outdoor Recreation (Hiking,etc),Art",90,54,52,60,"Music & Fitness,Simulation,Action/Adventure","In-game purchases","Digital","Male",39,"Southeast","Single"
38,7,"Outdoors","Solo-Play",16,31697,"Homemaker","Homemaker","Bachelor's degree",4,"Music,Sports,Art,Television Series",65,47,26,69,"Roleplay,Music & Fitness","In-game purchases","Physical","Female",56,"Midwest","Married"
45,8,"Outdoors","Multiplayer-Play",15,35280,"Transportation","Employed Full Time","Some College",2,"Music,Television Series",69,55,29,67,"Roleplay","In-game purchases","Digital","Male",54,"Southeast","Married"
42,1,"Indoors","Solo-Play",2,130800,"Education","Not employed, not looking","Some College",0,"Music",69,27,19,75,"Sports & Racing","In-game purchases","Digital","Female",38,"Midwest","Married"
32,0,"Indoors","Solo-Play",2,136265,"Wholesale","Retired","Some College",1,"Television Series,Movies",79,28,10,81,"Music & Fitness,Action/Adventure,Sports & Racing,Roleplay,Strategy & Puzzle,Simulation","Both","Digital","Female",38,"Southwest","In a relationship"
40,2,"Indoors","Solo-Play",2,129329,"Government","Not employed, looking","Associate degree",1,"Art,Television Series,Sports,Music,Outdoor Recreation (Hiking,etc)",64,29,20,77,"Strategy & Puzzle,Roleplay,Action/Adventure,Sports & Racing,Simulation,Music & Fitness","In-game purchases","Digital","Male",38,"Northeast","Single"
31,3,"Indoors","Multiplayer-Play",2,67513,"Utilities","Homemaker","Trade or Vocational Degree",1,"Music,Sports,Art,Television Series,Movies",74,18,19,66,"Simulation,Music & Fitness,Sports & Racing,Roleplay","Both","Digital","Male",45,"Southwest","Separated"
41,5,"Outdoors","Solo-Play",16,48690,"Arts","Employed Full Time","Some College",5,"Movies,Music,Sports",45,39,81,22,"Action/Adventure,Roleplay,Simulation,Strategy & Puzzle,Sports & Racing","In-game purchases","Physical","Female",52,"Southeast","Separated"
54,4,"Indoors","Multiplayer-Play",9,81658,"Construction","Homemaker","Graduate or professional degree",3,"Sports,Movies,Outdoor Recreation (Hiking,etc),Art,Television Series",39,59,45,60,"Strategy & Puzzle,Action/Adventure,Simulation,Roleplay,Music & Fitness,Sports & Racing","Both","Digital","Male",37,"Northwest","Married"
38,2,"Indoors","Solo-Play",3,119292,"Hotel and Food Services","Student","High school graduate or equivalent",2,"Sports",12,9,23,26,"Roleplay,Music & Fitness,Sports & Racing,Simulation","One-time payment, pre-playing","Physical","Female",30,"Midwest","In a relationship"
33,1,"Outdoors","Multiplayer-Play",3,153763,"Science","Employed Full Time","Trade or Vocational Degree",2,"Outdoor Recreation (Hiking,etc),Movies,Music,Art",12,19,19,30,"Music & Fitness","In-game purchases","Physical","Male",38,"Northwest","In a relationship"
53,9,"Outdoors","Multiplayer-Play",20,37627,"Publishing","Student","High school graduate or equivalent",3,"Sports,Outdoor Recreation (Hiking,etc),Television Series,Art,Music",71,41,21,53,"Sports & Racing","In-game purchases","Physical","Male",52,"Northeast","Single"
63,3,"Outdoors","Multiplayer-Play",9,81350,"Military","Not employed, looking","Bachelor's degree",2,"Art,Television Series,Movies,Music",90,51,17,61,"Sports & Racing,Roleplay,Action/Adventure,Music & Fitness","Both","Physical","Female",51,"Southeast","In a relationship"
38,1,"Outdoors","Solo-Play",1,106032,"Information Services","Student","Graduate or professional degree",0,"Outdoor Recreation (Hiking,etc),Television Series,Sports",8,18,8,30,"Sports & Racing,Action/Adventure","One-time payment, pre-playing","Physical","Female",36,"Midwest","In a relationship"
49,3,"Indoors","Solo-Play",1,140253,"Transportation","Homemaker","Graduate or professional degree",1,"Movies,Sports,Television Series,Music,Outdoor Recreation (Hiking,etc)",10,30,24,22,"Action/Adventure,Strategy & Puzzle","One-time payment, pre-playing","Physical","Female",36,"Southwest","Divorced"
41,11,"Outdoors","Solo-Play",22,48830,"Wholesale","Homemaker","Bachelor's degree",3,"Television Series,Art,Music",60,43,44,61,"Strategy & Puzzle,Action/Adventure,Music & Fitness,Simulation,Sports & Racing","Both","Physical","Female",62,"Northwest","Separated"
44,0,"Outdoors","Solo-Play",2,130787,"Arts","Not employed, not looking","Some College",0,"Movies,Art,Sports,Outdoor Recreation (Hiking,etc),Music",78,17,17,76,"Music & Fitness","One-time payment, pre-playing","Digital","Female",31,"Northeast","In a relationship"
52,2,"Indoors","Multiplayer-Play",14,69697,"Wholesale","Retired","Bachelor's degree",1,"Art,Television Series,Outdoor Recreation (Hiking,etc),Movies",37,52,30,66,"Music & Fitness,Strategy & Puzzle","Both","Digital","Female",43,"Northeast","Married"
38,14,"Indoors","Solo-Play",24,52988,"Finance","Not employed, not looking","Bachelor's degree",6,"Television Series,Outdoor Recreation (Hiking,etc)",62,39,36,60,"Strategy & Puzzle","In-game purchases","Physical","Female",58,"Northwest","Single"
63,11,"Outdoors","Solo-Play",18,69101,"Hotel and Food Services","Retired","High school graduate or equivalent",7,"Television Series",44,39,80,36,"Action/Adventure,Sports & Racing,Strategy & Puzzle,Music & Fitness,Roleplay","In-game purchases","Physical","Male",51,"Southwest","Married"
30,1,"Indoors","Multiplayer-Play",3,73482,"Information Services","Retired","Trade or Vocational Degree",1,"Television Series,Music,Movies,Outdoor Recreation (Hiking,etc),Sports,Art",12,20,12,15,"Sports & Racing,Music & Fitness,Strategy & Puzzle,Action/Adventure","One-time payment, pre-playing","Digital","Male",32,"Midwest","Separated"
42,12,"Outdoors","Multiplayer-Play",18,50138,"Retail","Not employed, not looking","Some High School",7,"Music,Sports,Outdoor Recreation (Hiking,etc),Movies",73,33,23,54,"Roleplay,Action/Adventure,Music & Fitness,Simulation,Strategy & Puzzle,Sports & Racing","One-time payment, pre-playing","Physical","Female",63,"Northeast","Married"
33,0,"Indoors","Multiplayer-Play",2,123834,"Health Care","Not employed, looking","Graduate or professional degree",0,"Sports,Music,Outdoor Recreation (Hiking,etc),Movies,Television Series",8,14,24,33,"Simulation,Music & Fitness,Action/Adventure,Roleplay,Sports & Racing,Strategy & Puzzle","Both","Digital","Female",45,"Southwest","Single"
39,6,"Indoors","Multiplayer-Play",36,42343,"Military","Retired","Associate degree",4,"Television Series,Sports",45,57,81,42,"Strategy & Puzzle,Sports & Racing,Action/Adventure,Simulation","One-time payment, pre-playing","Digital","Male",49,"Southeast","Separated"
51,9,"Outdoors","Multiplayer-Play",25,58194,"Construction","Student","Some College",5,"Art,Television Series,Movies,Music",64,52,38,60,"Sports & Racing,Music & Fitness","One-time payment, pre-playing","Digital","Male",32,"Southeast","In a relationship"
63,2,"Indoors","Multiplayer-Play",6,84220,"Hotel and Food Services","Homemaker","Some College",2,"Outdoor Recreation (Hiking,etc),Art,Movies",63,59,30,67,"Music & Fitness,Simulation,Action/Adventure","One-time payment, pre-playing","Digital","Female",79,"Northwest","Married"
42,7,"Indoors","Solo-Play",18,56157,"Agriculture","Employed Full Time","Graduate or professional degree",5,"Movies,Music,Sports",47,59,82,31,"Music & Fitness,Strategy & Puzzle","In-game purchases","Digital","Female",44,"Southwest","Married"
